bookid;name;author;genre;lang;rating1;rating2;rating3;rating4;rating5
9718044;The Idea of the West;Doug Aitken;Art;English;0;0;0;0;0
9723661;Jane Eyre;Charlotte BrontÃ«;Romance;English;36037;66016;218991;416057;599837
9724238;Summer and the City (The Carrie Diaries #2);Candace Bushnell;Womens Fiction;English;324;1318;4238;4343;2913
9744812;At Last (Patrick Melrose #5);Edward St. Aubyn;Fiction;English;48;145;624;1254;852
9844623;Tell to Win: Connect, Persuade, and Triumph with the Hidden Power of Story;Peter Guber;Business;English;39;114;311;385;431
9850443;Flourish: A Visionary New Understanding of Happiness and Well-Being;Martin E.P. Seligman;Psychology;English;80;253;964;1305;1096
9862761;Feynman;Jim Ottaviani;Sequential Art;English;57;198;953;1722;1083
9883071;The Sisters Brothers;Patrick deWitt;Fiction;English;1039;3646;15217;28231;15143
9895917;1493: Uncovering the New World Columbus Created;Charles C. Mann;History;English;267;516;2260;4953;4863
9926516;American Dior;Assouline Publishing;Unknown;English;0;1;1;1;2
9938498;Enchantment: The Art of Changing Hearts, Minds, and Actions;Guy Kawasaki;Business;English;327;735;2246;2805;2574
9956705;MongoDB in Action;Kyle Banker;Computer Science;Italian;0;2;26;69;32
9969571;In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin;Erik Larson;History;English;2027;8019;34015;54108;32201
9999107;Say What?;Angela Diterlizzi;Childrens;English;1;25;79;87;69
10054335;Ready Player One (Ready Player One #1);Ernest Cline;Favorites;English;7467;18151;65660;178557;293520
10127019;The American Heiress;Daisy Goodwin;Historical;English;853;3717;11980;10278;4084
10139649;Rules of Civility;Amor Towles;Fiction;English;1163;4307;19511;41892;32555
10189391;The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses;Eric Ries;Business;English;3947;5488;20246;40819;49119
10207258;Idea Man;Paul  Allen;Biography;English;94;189;668;895;736
10256723;Balenciaga and Spain;Hamish Bowles;Unknown;English;0;1;0;8;15
10265805;The Soul of Money: Transforming Your Relationship with Money and Life;Lynne Twist;Nonfiction;English;25;102;298;503;536
10281556;Ghost in the Wires: My Adventures as the World's Most Wanted Hacker;Kevin D. Mitnick;Nonfiction;English;416;828;3244;6384;5464
10283435;The Profession;Steven Pressfield;Fiction;English;28;101;322;389;227
10294362;Night Film;Marisha Pessl;Mystery;English;1955;4997;14043;22092;17037
10306358;Eco Amazons: 20 Women Who Are Transforming the World;Dorka Keehn;Nonfiction;English;0;0;3;7;11
10335318;The Rise of Endymion (Hyperion Cantos #4);Dan Simmons;Science Fiction;English;428;1474;5698;12118;15769
10374068;We the Animals;Justin Torres;Fiction;English;453;1322;3466;4564;2689
10381725;Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President;Candice Millard;History;English;1020;1209;5086;15254;18596
10396921;One Day;David Nicholls;Fiction;English;8838;21899;61830;89931;73614
10405048;The Nature Principle: Human Restoration and the End of Nature-Deficit Disorder;Richard Louv;Environment;English;17;76;325;456;296
10419045;Quick & Easy Mexican Cooking: More Than 80 Everyday Recipes;Cecilia Hae Jin Lee;Food and Drink;Korean;1;1;0;8;2
10443179;Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School;John Medina;Nonfiction;English;316;1124;5052;8992;8333
10444902;Personal Kanban: Mapping Work Navigating Life;Jim  Benson;Nonfiction;English;28;82;392;598;339
10478031;The Fashion World of Jean Paul Gaultier: From the Sidewalk to the Catwalk;Suzy Menkes;Art;English;0;0;4;6;16
10479907;Theodora: Actress, Empress, Whore (Empress Theodora #1);Stella Duffy;Historical;English;45;123;386;372;182
10482375;The Moustache Grower's Guide;Lucien Edwards;Unknown;English;3;8;23;27;19
10552338;Claude And Camille: A Novel Of Monet (Chinese Edition);Stephanie Cowell;Historical;English;76;275;1111;1491;1213
10585025;Charles Brittin: West and South;Charles Brittin,;Art;English;0;0;2;3;5
10644930;Reamde;Neal Stephenson;Fiction;English;669;2220;8492;17303;13412
10664113;The Cult of Beauty: The Victorian Avant-Garde 1860-1900;Lynn Federle Orr;Art;English;0;1;7;18;28
10673579;11/22/63;Stephen King;Fiction;English;3197;8235;38204;117851;161741
10692646;A Dance with Dragons (A Song of Ice and Fire #5);George R.R. Martin;Fantasy;English;2556;10697;56657;156206;228382
10723236;A Dance with Dragons (A Song of Ice and Fire #5);George R.R. Martin;Fantasy;English;2556;10697;56657;156204;228378
10803061;It's a Little Book (It's a Book);Lane Smith;Childrens;English;6;20;79;156;153
10836813;Start Something That Matters;Blake Mycoskie;Nonfiction;English;173;372;1442;2768;2949
10872085;Stars;Mary Lyn Ray;Childrens;English;39;167;656;1085;1371
10893214;The Time in Between;MarÃ­a DueÃ±as;Historical;English;267;923;3649;8108;7460
10964693;Only Time Will Tell (The Clifton Chronicles #1);Jeffrey Archer;Unknown;English;735;2054;10737;25628;20244
11036895;The Cavendish Home for Boys and Girls;Claire Legrand;Childrens;English;79;240;827;1237;1071
11054019;The Marriage Plot;Jeffrey Eugenides;Fiction;English;4558;12997;34503;35015;15588
11084145;Say Her Name;Francisco Goldman;Unknown;English;99;262;576;840;593
11093329;Blood on the Stage, 1950-1975: Milestone Plays of Crime, Mystery and Detection: An Annotated Repertoire;Amnon Kabatchnik;Unknown;English;0;0;0;0;0
11107244;Steve Jobs;Walter Isaacson;Biography;English;23528;25691;100467;233098;294481
11223441;The House of Silk (Sherlock Holmes #1);Anthony Horowitz;Fiction;English;578;1366;6745;13616;9722
11223478;The Better Angels of Our Nature: Why Violence Has Declined;Steven Pinker;Nonfiction;English;352;601;2026;4861;7403
11297044;The Deal from Hell: How Moguls and Wall Street Plundered Great American Newspapers;James O'Shea;Nonfiction;English;0;5;31;28;15
11336009;One Click: Jeff Bezos and the Rise of Amazon.com;Richard L. Brandt;Business;English;140;442;1616;1782;1623
11345770;Steve Jobs;Walter Isaacson;Biography;English;23525;25690;100462;233094;294467
11387515;Naked Beauty;David Fahey;Art;English;0;0;0;0;0
11411970;Llama Llama Home with Mama (Llama Llama);Anna Dewdney;Childrens;English;25;83;576;1106;1707
11447921;Wonder (Wonder #1);R.J. Palacio;Young Adult;English;5318;9370;42371;134619;297417
11452263;The Food of Morocco;Paula Wolfert;Food and Drink;English;2;6;39;103;191
11457105;Beautiful Ruins;Jess Walter;Fiction;English;3031;11003;40296;53829;27457
11468377;"Yellow Kid Weil; the autobiography of America's master swindler";J.R. Weil;Mystery;English;9;8;43;62;46
11474551;Design for Hackers: Reverse Engineering Beauty;David Kadavy;Design;English;15;62;185;285;174
11520381;Thinking, Fast and Slow;Daniel Kahneman;Psychology;English;4239;7892;29273;57940;76072
11529868;Go the Fuck to Sleep;Adam Mansbach;Humor;English;1639;2776;10938;21290;41660
11709037;The Art of French Baking;Ginette Mathiot;Food and Drink;English;2;1;13;40;26
11717571;The Orphan Master's Son;Adam Johnson;Fiction;English;1817;3655;10871;25319;28307
11731381;You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself;David McRaney;Nonfiction;English;770;1528;5613;8721;7604
11830394;The Patrick Melrose Novels (Patrick Melrose #1-4);Edward St. Aubyn;Fiction;English;100;241;669;1525;1546
11855663;The Ottoman Centuries: The Rise and Fall of the Turkish Empire;John Patrick Douglas Balfour;Unknown;English;7;22;151;288;210
11869272;2312;Kim Stanley Robinson;Science Fiction;English;741;1766;3999;4310;2313
11873007;The Perfectly Imperfect Home: How to Decorate and Live Well;Deborah Needleman;Unknown;English;20;72;241;340;303
11910905;Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity;Katherine Boo;Cultural;English;1582;4295;16205;33084;27394
11936279;The Vanishing Game;Kate Kae Myers;Mystery;English;96;239;638;890;780
12030438;The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism;Olivia Fox Cabane;Nonfiction;English;117;435;1756;2902;2535
12051722;The Technologists;Matthew Pearl;Historical;English;129;321;1042;1171;476
12111823;The Start-Up of You: Adapt to the Future, Invest in Yourself, and Transform Your Career;Reid Hoffman;Business;English;113;375;1575;2269;1770
12232938;Katie Ridder Rooms;Heather MacIssac;Nonfiction;English;0;2;3;11;13
12239509;The Winds of Winter (A Song of Ice and Fire #6);George R.R. Martin;Unknown;English;190;85;360;1282;3041
12267401;The Lovely Bones;Alice Sebold;Fiction;English;64800;135590;420421;611138;508264
12352452;Monir Shahroudy Farmanfarmaian: Cosmic Geometry;Hans Ulrich Obrist;Unknown;English;0;0;0;0;0
12417705;Baby Bear Sees Blue;Ashley Wolff;Childrens;English;26;99;469;729;786
12435166;Season of the Witch: Enchantment, Terror and Deliverance in the City of Love;David Talbot;Nonfiction;English;23;74;447;1321;1407
12475019;The Wedding Beat;Devan Sipher;Womens Fiction;English;35;107;282;197;77
12520700;Van Gogh, Gauguin, C;Sylvie Patry;Unknown;English;0;0;0;0;0
12567957;Some Assembly Required: A Journal of My Son's First Son;Anne Lamott;Autobiography;English;683;1171;3022;3405;3151
12600138;In Wonderland: The Surrealist Adventures of Women Artists in Mexico and the United States;Ilene Susan Fort;Art;English;0;1;4;17;42
12609433;Vanity Fair's How a Book is Born: The Making of The Art of Fielding;Keith Gessen;Nonfiction;English;4;21;106;230;127
12621555;Ready Player One (Ready Player One #1);Ernest Cline;Favorites;English;7469;18160;65674;178606;293576
12649718;The Power of Habit: Why We Do What We Do in Life and Business;Charles Duhigg;Nonfiction;English;3332;7438;36149;74121;69412
12666439;Music for a City Music for the World: 100 Years with the San Francisco Symphony;Larry Rothe;Unknown;English;0;0;0;0;0
12676712;Me Before You (Me Before You #1);Jojo Moyes;Romance;English;11686;24736;102155;274111;405012
12686547;Sweet Cream and Sugar Cones: 90 Recipes for Making Your Own Ice Cream and Frozen Treats from Bi-Rite Creamery;Kris Hoogerhyde;Food and Drink;English;5;12;59;124;253
12727969;Creating Innovators: The Making of Young People Who Will Change the World;Tony Wagner;Education;English;25;107;390;635;479
12796483;The Woman Who Changed Her Brain: And Other Inspiring Stories of Pioneering Brain Transformation;Barbara Arrowsmith-Young;Nonfiction;English;16;58;179;315;195
12953520;Back to Work: Why We Need Smart Government for a Strong Economy;Bill Clinton;Politics;English;99;213;858;1166;679
12961964;Welcome to Your Child's Brain: How the Mind Grows from Conception to College;Sandra Aamodt;Psychology;English;6;38;155;248;141
12969594;Year Zero;Rob  Reid;Science Fiction;English;314;1017;3136;3748;2065
12975068;The Handmaid's Tale;Margaret Atwood;Fiction;English;16442;38391;138927;307557;330499
12983631;The Orphan Master's Son;Adam Johnson;Fiction;English;1817;3654;10870;25318;28304
12987034;The Cranes Dance;Meg Howrey;Fiction;English;35;220;808;1074;521
13009546;Book: A Futurist's Manifesto;Hugh McGuire;Nonfiction;English;0;3;17;38;17
13050383;Semi-Charmed Life;Nora Zelevansky;Fiction;English;18;23;66;44;37
13069187;The Passage of Power: The Years of Lyndon Johnson (The Years of Lyndon Johnson #4);Robert A. Caro;Biography;English;259;337;1045;2815;6949
13069332;Midnight in Peking: How the Murder of a Young Englishwoman Haunted the Last Days of Old China;Paul French;History;English;60;254;1446;2326;1116
13091294;Paula Hayes;Paula Hayes;Unknown;English;0;0;0;1;5
13129501;Site and Sound: The Architecture and Acoustics of New Opera Houses and Concert Halls;Victoria Newhouse;Architecture;English;0;0;2;3;3
13148183;Every Day, Every Hour;Natasa Dragnic;Romance;English;54;132;214;197;107
13152194;Alicia Markova Her Life and Art;Anton Dolin;Unknown;English;0;0;0;0;0
13152287;Venture Capitalists At Work: How VCs Identify And Build Billion Dollar Successes;Tarang Shah;Unknown;English;1;8;36;36;37
13152847;Tiny Beautiful Things: Advice on Love and Life from Dear Sugar;Cheryl Strayed;Nonfiction;English;620;1362;5708;13370;23482
13158800;Bringing Up BÃ©bÃ©: One American Mother Discovers the Wisdom of French Parenting;Pamela Druckerman;Parenting;English;316;1208;6914;15383;8906
13159149;The Tools: Transform Your Problems into Courage, Confidence, and Creativity;Phil Stutz;Self Help;English;93;240;589;719;619
13162988;The Light Between Oceans;M.L. Stedman;Fiction;English;3912;13317;62031;136456;103544
13163846;Paris, I Love You but You're Bringing Me Down;Rosecrans Baldwin;Autobiography;English;89;248;885;850;303
13166621;Information Graphics;Sandra Rendgen;Design;Multiple languages;1;1;28;74;133
13187824;Darth Vader and Son (Star Wars: Darth Vader and Kids);Jeffrey Brown;Sequential Art;English;276;604;2775;5340;7122
13239822;Love, Life, and Elephants: An African Love Story;Daphne Sheldrick;Nonfiction;English;36;153;601;1119;1347
13240418;Abundance: The Future Is Better Than You Think;Peter H. Diamandis;Nonfiction;English;87;281;1288;2792;2943
13260188;Alif the Unseen;G. Willow Wilson;Fantasy;English;276;835;3250;5681;3526
13281003;Conde Nast Traveler: 25 Years of Photography;Klara Glowczewska;Unknown;English;0;0;0;5;1
13330599;The Longest Way Home: One Man's Quest for the Courage to Settle Down;Andrew McCarthy;Travel;English;65;200;566;753;332
13330922;Albert Nobbs;George Moore;Fiction;English;6;52;154;159;65
13373487;Toby's Room (Life Class #2);Pat Barker;Fiction;English;64;227;975;1376;661
13384575;The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo;Tom Reiss;History;English;245;480;2070;4535;3601
13414676;Coming to My Senses: A Story of Perfume, Pleasure, and an Unlikely Bride;Alyssa  Harad;Autobiography;English;8;14;70;117;89
13414742;Finance and the Good Society;Robert J. Shiller;Economics;English;5;45;155;172;94
13422401;The End of Your Life Book Club;Will Schwalbe;Nonfiction;English;1099;3054;10290;15835;11677
13425570;Makers: The New Industrial Revolution;Chris Anderson;Science;English;59;164;809;1242;997
13429746;The Life Story of a Chilean Sea Blob;Theodore Carter;Unknown;English;0;1;3;7;14
13453029;How Will You Measure Your Life?;Clayton M. Christensen;Nonfiction;English;261;734;3001;5523;6222
13482753;Abstract City;Christoph Niemann;Art;English;3;8;75;174;217
13526165;Wool Omnibus (Silo #1);Hugh Howey;Science Fiction;English;1239;3780;16905;49467;59029
13526269;The Art of Being Unreasonable: Lessons in Unconventional Thinking;Eli Broad;Business;English;11;36;93;92;53
13529069;Where'd You Go, Bernadette;Maria Semple;Fiction;English;4499;14452;65373;130237;79886
13531802;Swell: A Year of Waves;Evan Slater;Nonfiction;English;1;3;9;10;11
13537979;The One World Schoolhouse: A New Approach to Teaching and Learning;Salman Khan;Education;English;16;65;362;1046;1466
13538873;Man in the Empty Suit;Sean Ferrell;Science Fiction;English;177;498;791;595;292
13543093;Dissolution (Matthew Shardlake #1);C.J. Sansom;Historical;English;341;1076;5379;12154;10948
13543159;Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore #1);Robin Sloan;Fiction;English;2669;10520;38351;55769;32396
13549531;The Better Angels of Our Nature: Why Violence Has Declined;Steven Pinker;Nonfiction;English;352;601;2025;4859;7402
13573189;An Apple for the Creature (Kate Daniels #5.3 - Magic Tests);Charlaine Harris;Fantasy;English;86;318;1998;2580;1881
13573517;Get Lucky: How to Put Planned Serendipity to Work For You and Your Business;Thor Muller;Business;English;0;6;12;27;24
13585766;Cinelli: The Art and Design of the Bicycle;Lodovico Pignatti Morano;Unknown;English;1;0;4;6;11
13586707;The Boy Kings: A Journey into the Heart of the Social Network;Katherine Losse;Nonfiction;English;25;98;238;176;68
13586873;Empire State of Mind: How Jay-Z Went from Street Corner to Corner Office;Zack O'Malley Greenburg;Biography;English;21;70;283;280;180
13588101;My Brilliant Friend (L'amica geniale #1);Elena Ferrante;Historical;English;2604;6930;23270;42544;33498
13588356;Coming Home to Sicily: Seasonal Harvests and Cooking from Case Vecchie;Fabrizia Lanza;Food and Drink;English;1;0;13;16;14
13588394;Who Is Jane Goodall? (Who Was/Is...?);Roberta Edwards;Biography;English;8;17;104;221;329
13591295;Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead;BrenÃ© Brown;Nonfiction;English;1074;2203;8771;21859;32562
13593970;The Signal and the Noise: Why So Many Predictions Fail - But Some Don't;Nate Silver;Nonfiction;English;452;1475;6967;14447;10281
13622134;Edible Selby;Todd Selby;Food and Drink;English;0;6;31;83;83
13623847;Robert Motherwell Paintings and Collages: A Catalogue RaisonnÃ©, 1941-1991;Jack Flam;Unknown;English;0;0;0;2;3
13624688;Bitter Brew: The Rise and Fall of Anheuser-Busch and America's Kings of Beer;William Knoedelseder;Nonfiction;English;25;82;545;1288;706
13637360;How the French Invented Love: Nine Hundred Years of Passion and Romance;Marilyn Yalom;Nonfiction;English;17;29;126;154;94
13641387;The Time Keeper;Mitch Albom;Fiction;English;1838;6257;21205;29193;26280
13707595;The Girl You Left Behind (The Girl You Left Behind #1);Jojo Moyes;Historical;English;3997;4954;20400;42621;37515
13722902;The Value of Art: Money, Power, Beauty;Michael Findlay;Art;English;1;13;52;101;104
13723837;A Free Man: A True Story of Life and Death in Delhi;Aman Sethi;Cultural;English;24;70;259;351;175
13792790;A Hologram for the King;Dave Eggers;Fiction;English;787;3612;9646;7792;2226
14335237;Heirloom Fruits and Vegetables;Toby Musgrave;Food and Drink;English;0;1;1;3;2
14356972;Cyrus the Unsinkable Sea Serpent;Bill Peet;Childrens;English;2;12;156;290;378
14568987;HBR's Must Reads Boxed Set (6 Books) (HBR's 10 Must Reads);Harvard Business School Press;Business;English;1;2;23;71;119
14652010;Who's Talking Now: The Owl or the Crocodile;Seymour Boorstein;Self Help;English;0;0;3;0;6
14781236;The Art Forger;B.A. Shapiro;Mystery;English;2897;4264;17039;25534;15488
14781355;Royal Style: A History of Aristocratic Fashion Icons;Luise Wackerl;Unknown;English;4;0;11;10;11
14841582;A Handful of Dust;Evelyn Waugh;Fiction;English;297;965;4759;8125;5953
14843814;The Loved One;Evelyn Waugh;Fiction;English;144;586;2469;3477;2179
15015015;Dancers Among Us: A Celebration of Joy in the Everyday;Jordan Matter;Art;English;4;18;82;223;437
15507958;There's a Baby In There!;Dandi Daley Mackall;Unknown;English;0;4;14;21;17
15701217;Lessons in French;Hilary Reyl;Fiction;English;85;274;491;291;182
15704307;Me Before You (Me Before You #1);Jojo Moyes;Romance;English;11687;24738;102174;274151;405069
15712352;The Woman Upstairs;Claire Messud;Fiction;English;2126;4452;9035;8042;4806
15790842;Saga, Vol. 1 (Saga #1);Brian K. Vaughan;Sequential Art;English;7087;6293;17940;45044;89723
15792978;Slipper Under Glass;Lee  Wyndham;Young Adult;English;1;0;3;1;1
15793509;Life After Life (Todd Family #1);Kate Atkinson;Fiction;English;7093;14500;38426;60959;46068
15796700;Where the Peacocks Sing: A Palace, a Prince, and the Search for Home;Alison Singh Gee;Autobiography;English;21;65;110;136;122
15797226;The International Bank of Bob: Connecting Our Worlds One $25 Kiva Loan at a Time;Bob                    Harris;Nonfiction;English;7;33;183;403;317
15797938;Americanah;Chimamanda Ngozi Adichie;Fiction;English;1876;3973;18425;58183;75643
15797962;AragonÃ©s;Miguel Ãngel AragonÃ©s;Unknown;English;0;0;0;0;0
15799351;The Dinner;Herman Koch;Fiction;English;6229;17908;40002;32810;10295
15801967;Irving Harper: Works in Paper;Michael Maharam;Art;English;0;2;8;7;35
15803037;A Dual Inheritance;Joanna Hershon;Fiction;English;32;74;264;368;110
15803141;Contagious: Why Things Catch On;Jonah Berger;Business;English;273;774;3481;5589;4419
15808296;Red Sparrow (Red Sparrow Trilogy #1);Jason  Matthews;Fiction;English;420;1013;3724;8386;7544
15811543;The Flamethrowers;Rachel Kushner;Fiction;English;836;2117;4650;5035;3002
15815333;The Good Life for Less: Giving Your Family Great Meals, Good Times, and a Happy Home on a Budget;Amy Allen Clark;Nonfiction;English;3;11;51;81;63
15815364;The Unchangeable Spots of Leopards;Kristopher Jansma;Fiction;English;71;287;938;1569;1067
15818077;The Interestings;Meg Wolitzer;Fiction;English;3656;9807;26762;32707;16464
15819171;How to Get Filthy Rich in Rising Asia;Mohsin Hamid;Fiction;English;274;960;3918;5910;3450
15839976;The Secrets of Happy Families: Improve Your Mornings, Rethink Family Dinner, Fight Smarter, Go Out and Play, and Much More;Bruce Feiler;Parenting;English;29;140;717;1356;931
15843172;Does Jesus Really Love Me?: A Gay Christian's Pilgrimage in Search of God in America;Jeff Chu;Nonfiction;English;12;23;123;226;231
15849559;Red Rising (Red Rising Saga #1);Pierce Brown;Science Fiction;English;2743;5254;18089;50674;77589
15894541;Tequila Mockingbird: Cocktails with a Literary Twist;Tim Federle;Nonfiction;English;54;110;428;894;981
15897036;Blackett's War: The Men Who Defeated the Nazi U-Boats and Brought Science to the Art of Warfare;Stephen Budiansky;History;English;7;10;91;168;89
15918895;Reinventing the Chicken Coop: 14 Original Designs with Step-by-Step Building Instructions;Matthew Wolpe;Nonfiction;English;2;5;38;30;10
16000300;Practical Classics: 50 Reasons to Reread 50 Books You Haven't Touched Since High School;Kevin Smokler;Nonfiction;English;31;41;106;101;86
16002674;Ballet;Henry Leutwyler;Unknown;English;0;0;1;3;3
16002685;American Dream Machine;Matthew Specktor;Fiction;English;22;42;106;124;70
16005239;Living Cultural Heritage Turabdin;Hans Hollerweger;Unknown;English;0;0;0;0;0
16008171;Andrew Lang: A Critical Biography;Roger Lancelyn Green;Unknown;English;0;0;0;0;0
16033093;Ai Wei Wei Speaks;Hans Ulrich Obrist;Art;English;0;14;72;72;48
16041810;Winter of the World (The Century Trilogy #2);Ken Follett;Unknown;English;499;1868;11653;36730;46454
16044969;How Children Succeed: Grit, Curiosity, and the Hidden Power of Character;Paul Tough;Nonfiction;English;331;914;4557;7842;5576
16045023;The World in the Curl: An Unconventional History of Surfing;Peter Westwick;History;English;0;2;18;41;29
16045166;Crazy Rich: Power, Scandal, and Tragedy Inside the Johnson & Johnson Dynasty;Jerry Oppenheimer;Nonfiction;English;68;176;321;217;112
16064871;Outrageous Fortune: Growing Up at Leeds Castle;Anthony Russell;Biography;English;11;36;107;79;38
16071764;The Spy Who Loved: The Secrets and Lives of Christine Granville;Clare Mulley;Nonfiction;English;53;163;410;513;351
16081272;The Path to Power (The Years of Lyndon Johnson #1);Robert A. Caro;Biography;English;250;279;1036;3162;7615
16085481;Lean In: Women, Work, and the Will to Lead;Sheryl Sandberg;Nonfiction;English;4330;8385;34151;62757;55491
16099182;The Edge of Never (The Edge of Never #1);J.A. Redmerski;Romance;English;2876;5192;17444;37117;70080
16115612;Crazy Rich Asians (Crazy Rich Asians #1);Kevin Kwan;Fiction;English;1736;5431;21432;30883;17136
16127243;The Coat Route: Craft, Luxury, & Obsession on the Trail of a $50,000 Coat;Meg Lukens Noonan;Unknown;English;1;9;50;150;112
16130549;And the Mountains Echoed;Khaled Hosseini;Historical;English;2206;9701;48885;100126;84426
16138688;The Telling Room: A Tale of Love, Betrayal, Revenge, and the World's Greatest Piece of Cheese;Michael Paterniti;Nonfiction;English;225;721;1559;1286;591
16142053;Doctor Sleep (The Shining #2);Stephen King;Horror;English;1229;4497;21713;52054;47033
16148375;The Painted Girls;Cathy Marie Buchanan;Historical;English;1366;2711;8730;11256;6391
16158542;Going Clear: Scientology, Hollywood, and the Prison of Belief;Lawrence Wright;Nonfiction;English;603;1205;5675;14255;10717
16158577;Ballet Teacher;Lee  Wyndham;Unknown;English;0;0;0;0;0
16158596;The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics;Daniel James Brown;Nonfiction;English;2535;4122;16680;48366;84856
16160797;Eleven Rings: The Soul of Success;Phil Jackson;Sports and Games;English;42;171;1114;2454;2119
16171221;Lexicon;Max Barry;Fiction;English;351;1310;5873;11386;6984
16174968;The Cuckoo's Calling (Cormoran Strike #1);Robert Galbraith;Mystery;English;10883;22085;86509;151931;104440
16176440;The Sports Gene: Inside the Science of Extraordinary Athletic Performance;David   Epstein;Sports and Games;English;86;199;1157;2948;2957
16181775;Refugee (The Captive #3);Erica Stevens;Paranormal;English;45;181;1142;2683;3713
16233475;We Are All Completely Beside Ourselves;Karen Joy Fowler;Fiction;English;2231;6820;22435;33228;18950
16233761;The Rosie Project (Don Tillman #1);Graeme Simsion;Fiction;English;5168;13006;63767;146950;108852
16250904;In the Heart of Life: A Restless Soul, a Search for Meaning, and a Bond That Death Couldn't Break;Kathy Eldon;Cultural;English;3;13;31;55;61
17130524;Rewire: Digital Cosmopolitans in the Age of Connection;Ethan Zuckerman;Nonfiction;English;3;16;67;135;92
17194879;Unicorn Thinks He's Pretty Great;Bob Shea;Childrens;English;57;204;837;1676;1960
17208457;Pterosaurs: Natural History, Evolution, Anatomy;Mark P. Witton;Science;English;1;2;12;27;67
17212231;Frida & Diego: Passion, Politics and Painting;Dot Tuer;Art;English;2;1;16;24;19
17236175;Bleeding Edge;Thomas Pynchon;Fiction;English;483;938;2457;3402;1780
17262134;Inferno (Robert Langdon #4);Dan Brown;Fiction;English;7745;27732;96052;140240;105261
17262203;Just Enough Research (A Book Apart #9);Erika Hall;Design;English;5;21;121;317;248
17262366;Jim Henson: The Biography;Brian Jay Jones;Biography;English;382;545;1710;3111;3757
17286699;MaddAddam (MaddAddam #3);Margaret Atwood;Fiction;English;424;2014;9859;19471;14489
17288661;One Summer: America, 1927;Bill Bryson;History;English;584;1196;5917;14993;12534
17290220;Our Final Invention: Artificial Intelligence and the End of the Human Era;James Barrat;Science;English;48;141;487;727;445
17306293;Sycamore Row (Jake Brigance #2);John Grisham;Fiction;English;752;3356;18987;38544;26896
17315048;Rosie Revere, Engineer;Andrea Beaty;Childrens;English;19;58;408;1498;3715
17333223;Shift (Silo #2);Hugh Howey;Science Fiction;English;277;1639;10032;24945;21222
17333324;The Martian (The Martian #1);Andy Weir;Novels;English;4536;11945;54292;191700;326101
17333428;The Goldfinch;Donna Tartt;Fiction;English;21007;38454;101710;168481;182860
17343416;The Goldfinch;Donna Tartt;Fiction;English;21011;38456;101725;168512;182905
17349201;Ancillary Justice (Imperial Radch #1);Ann Leckie;Science Fiction;English;1332;2999;10136;22084;18625
17370059;Without Their Permission: How the 21st Century Will Be Made, Not Managed;Alexis Ohanian;Science;English;26;105;484;518;329
17415010;Breakpoint: Why the Web will Implode, Search will be Obsolete, and Everything Else you Need to Know about Technology is in Your Brain;Jeff Stibel;Nonfiction;English;3;15;42;73;50
17451257;Solo (James Bond - Extended Series #38);William  Boyd;Fiction;English;83;412;1514;1438;494
17465453;Mike Tyson: His Fights, His Life;The New York Times;Unknown;English;0;0;0;0;0
17554595;Fosse;Sam Wasson;Biography;English;13;37;150;339;279
17557750;Salt Sugar Fat: How the Food Giants Hooked Us;Michael Moss;Nonfiction;English;415;901;4324;8966;7031
17563539;The Signature of All Things;Elizabeth Gilbert;Fiction;English;2348;5728;16931;28041;21796
17571007;Senlin Ascends (The Books of Babel #1);Josiah Bancroft;Fantasy;English;36;115;368;1228;1852
17573647;Me Before You (Me Before You #1);Jojo Moyes;Romance;English;11685;24735;102149;274092;404991
17660462;The Egg;Andy Weir;Short Stories;English;233;461;1887;4367;5302
17693783;Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened;Allie Brosh;Humor;English;4572;5824;19082;42521;69011
17707720;Shady Characters: The Secret Life of Punctuation, Symbols & Other Typographical Marks;Keith Houston;Nonfiction;English;3;37;232;422;272
17732292;The Everything Store: Jeff Bezos and the Age of Amazon;Brad Stone;Biography;English;482;954;5212;13585;11625
17793936;The Quest;Nelson DeMille;Fiction;English;378;997;2317;1850;1021
17834895;Anything That Moves: Renegade Chefs, Fearless Eaters, and the Making of a New American Food Culture;Dana Goodyear;Food and Drink;English;26;95;364;298;124
17851885;The Bleiberg Project (Consortium #1);David S. Khara;Thriller;English;7;27;76;100;53
17855756;Quiet: The Power of Introverts in a World That Can't Stop Talking;Susan Cain;Unknown;English;5426;10810;42835;89850;91658
